Customer Segment	RFM Score	M_quantile	F_quantile	R_quantitle	last_to_present	Total Paid	CustomerID	Quantity	InvoiceNo
Normal	343	3	4	3	214	370.8	15063	56	5
Churn Customer	444	4	4	4	373	207.5	16752	54	9
Normal	344	4	4	3	248	72.9	17906	26	12
Normal	344	4	4	3	235	101.19	13101	113	8
Normal	334	4	3	3	255	229.33	15528	123	26
Normal	132	2	3	1	75	1033.34	13639	800	40
Newest Customer	144	4	4	1	39	43.5	15423	101	2
Best Customer	111	1	1	1	23	2812.34	16871	1253	137
Normal	244	4	4	2	113	270.4	13242	130	13
Normal	344	4	4	3	200	135.93	15042	30	5
Best Customer	111	1	1	1	20	4332.2	14525	2696	291
Normal	322	2	2	3	200	1396.99	18202	581	68
Normal	223	3	2	2	159	371.88	17765	144	57
Normal	122	2	2	1	73	891.12	13515	681	59
Normal	223	3	2	2	150	610.01	15795	581	42
Normal	233	3	3	2	155	622.85	15182	253	29
Normal	132	2	3	1	47	731.5	16491	478	39
Best Customer	111	1	1	1	44	4582.64	14004	2668	171
Loyal Customer	113	3	1	1	24	576.26	16916	440	143
Newest Customer	144	4	4	1	22	110.46	14641	90	7
Best Customer	111	1	1	1	29	1593.2	16332	801	153
Loyal Customer	112	2	1	1	79	1324.5	12854	627	110
Normal	124	4	2	1	3	194.42	14087	251	69
Highest Paying Customer	121	1	2	1	1	1772.26	17754	1869	92
Highest Paying Customer	121	1	2	1	30	2272.4	14466	1006	72
Newest Customer	143	3	4	1	40	427.93	15360	223	13
Newest Customer	144	4	4	1	15	35.4	16856	12	2
Newest Customer	143	3	4	1	9	317.53	15101	241	8
Normal	344	4	4	3	237	232.48	18213	232	15
Normal	134	4	3	1	19	260.68	13189	842	29
Normal	122	2	2	1	2	1260.86	16688	804	62
Normal	344	4	4	3	247	228.84	13712	352	10
Normal	122	2	2	1	9	725.7	14869	550	71
Normal	133	3	3	1	47	388.58	15592	354	24
Loyal Customer	112	2	1	1	47	719.81	16023	358	101
Normal	122	2	2	1	47	1021.48	13165	1376	42
Best Customer	111	1	1	1	13	3174.32	17231	1742	541
Newest Customer	143	3	4	1	23	363.9	17330	120	6
Normal	122	2	2	1	78	1098.78	15978	888	49
Normal	344	4	4	3	264	158.95	18224	69	10
Normal	134	4	3	1	37	147.35	14098	104	21
Normal	122	2	2	1	20	870.09	13200	516	46
Loyal Customer	112	2	1	1	27	1196.33	14487	735	144
Normal	343	3	4	3	214	596.85	15381	171	8
Newest Customer	144	4	4	1	30	277.05	15355	45	14
Newest Customer	142	2	4	1	18	1138	17500	17	5
Normal	333	3	3	3	199	557.3	17955	273	19
Highest Paying Customer	121	1	2	1	53	1800.07	16249	950	69
Highest Paying Customer	121	1	2	1	22	42055.96	12931	28004	82
Best Customer	111	1	1	1	44	3709.56	15622	1674	185
Normal	133	3	3	1	51	311.16	13897	200	17
Highest Paying Customer	121	1	2	1	1	6479.4	15694	1677	78
Newest Customer	144	4	4	1	51	56.16	13366	144	1
Newest Customer	143	3	4	1	51	331.95	16177	95	15
Normal	134	4	3	1	99	115.31	18027	78	21
Normal	244	4	4	2	106	149.05	13003	103	6
Best Customer	111	1	1	1	2	8022.49	14796	6025	1141
Best Customer	111	1	1	1	1	17256.85	17428	9474	328
Normal	244	4	4	2	152	282.6	13754	214	12
Normal	344	4	4	3	278	217.2	15554	74	14
Normal	233	3	3	2	150	574.7	14400	454	25
Normal	134	4	3	1	19	178.26	17253	43	18
Normal	134	4	3	1	37	36.56	17816	30	17
Normal	134	4	3	1	20	118.98	16666	233	32
Newest Customer	144	4	4	1	78	259.17	13127	127	15
Normal	134	4	3	1	11	220.85	15790	114	35
Best Customer	111	1	1	1	26	4867.72	17652	2509	259
Best Customer	111	1	1	1	43	3466.36	13993	900	121
Highest Paying Customer	121	1	2	1	2	4777.18	15187	1887	91
Normal	133	3	3	1	37	609.85	14636	241	28
Best Customer	111	1	1	1	66	1702.26	12843	781	103
Normal	133	3	3	1	24	306.46	18059	263	19
Best Customer	111	1	1	1	6	3102.43	16905	1408	208
Newest Customer	144	4	4	1	37	151.05	16337	87	10
Normal	324	4	2	3	186	257.68	14375	194	75
Normal	344	4	4	3	235	280.55	14242	123	16
Normal	344	4	4	3	295	34	16765	4	1
Loyal Customer	112	2	1	1	3	825.92	15525	416	178
Normal	133	3	3	1	76	329.34	17154	490	23
Normal	132	2	3	1	89	1304.04	17919	756	23
Best Customer	111	1	1	1	61	3312.25	13373	1651	158
Best Customer	111	1	1	1	2	1883.81	13890	831	110
Highest Paying Customer	121	1	2	1	44	2306.52	15288	775	88
Loyal Customer	112	2	1	1	33	1483.56	18016	1029	123
Best Customer	111	1	1	1	23	4006.94	16186	3020	218
Normal	244	4	4	2	120	138.32	17122	80	7
Normal	134	4	3	1	17	138.6	14581	217	17
Normal	222	2	2	2	156	781.03	13583	725	53
Newest Customer	143	3	4	1	2	360	13298	96	2
Loyal Customer	413	3	1	4	370	343.28	15880	211	105
Loyal Customer	113	3	1	1	18	585.79	17360	335	132
Normal	244	4	4	2	170	137.45	17709	17	7
Normal	134	4	3	1	30	288.14	17977	342	21
Normal	122	2	2	1	40	1049.7	15329	486	57
Normal	133	3	3	1	10	329.85	12953	84	17
Normal	222	2	2	2	110	1405.78	17083	772	52
Normal	343	3	4	3	226	314.22	16227	90	6
Loyal Customer	212	2	1	2	167	813	15644	557	238
Highest Paying Customer	121	1	2	1	96	2651.46	13851	1705	81
Normal	122	2	2	1	96	1237.53	13931	725	58
Normal	132	2	3	1	61	675.69	17462	227	27
Normal	133	3	3	1	15	350.9	13332	179	21
Normal	233	3	3	2	134	375	16147	246	22
Normal	344	4	4	3	358	190.55	13033	83	11
Normal	134	4	3	1	54	197.13	14830	169	40
Normal	344	4	4	3	202	218.25	15724	73	11
Best Customer	111	1	1	1	32	6688.46	15249	3577	350
Normal	133	3	3	1	37	524.14	13721	316	28
Normal	233	3	3	2	177	455.3	15585	320	31
Normal	133	3	3	1	66	354.15	17222	128	28
Normal	334	4	3	3	242	112.75	16697	27	21
Normal	333	3	3	3	310	331.24	16030	283	29
Best Customer	111	1	1	1	11	2868.8	14711	978	357
Best Customer	111	1	1	1	13	3165.36	15861	2544	546
Normal	233	3	3	2	166	356.98	13453	134	17
Highest Paying Customer	131	1	3	1	3	1662.3	12912	670	24
Normal	344	4	4	3	267	152.55	14066	45	7
Normal	122	2	2	1	74	861.89	16266	398	61
Normal	244	4	4	2	107	284.55	16429	9	2
Normal	133	3	3	1	78	344.33	16978	166	39
Normal	344	4	4	3	352	134.55	15562	39	1
Best Customer	111	1	1	1	22	2810.63	14903	1536	355
Churn Customer	444	4	4	4	369	123.24	16658	40	8
Normal	122	2	2	1	33	1511.95	16053	1793	84
Highest Paying Customer	341	1	4	3	197	3096	13135	4300	1
Best Customer	111	1	1	1	11	2606.53	14408	1616	107
Highest Paying Customer	131	1	3	1	22	1910.01	14285	541	27
Normal	344	4	4	3	240	178.96	15139	208	13
Best Customer	111	1	1	1	3	8694.26	17017	6673	252
Normal	133	3	3	1	25	578.9	17540	194	25
Loyal Customer	112	2	1	1	26	1236.28	14684	853	421
Best Customer	111	1	1	1	12	33643.08	15838	18368	167
Normal	334	4	3	3	267	141.41	14041	94	21
Normal	122	2	2	1	59	1231.31	18171	481	54
Normal	343	3	4	3	186	331	12891	950	3
Best Customer	111	1	1	1	2	3236.91	15443	1663	382
Loyal Customer	112	2	1	1	17	1528.09	15916	757	155
"Once Customer, Now Gone"	443	3	4	4	367	590	13270	200	1
Highest Paying Customer	131	1	3	1	71	1631.77	14164	1033	29
Normal	122	2	2	1	90	1171.8	13611	766	74
Best Customer	111	1	1	1	2	1629.12	17673	1487	227
Best Customer	111	1	1	1	3	10629.72	16779	5325	333
Highest Paying Customer	131	1	3	1	40	7330.8	17396	2005	27
Loyal Customer	112	2	1	1	12	905.04	15022	543	135
Newest Customer	144	4	4	1	54	131.94	17785	67	13
Churn Customer	444	4	4	4	373	106.2	15070	36	1
Normal	122	2	2	1	20	1382.74	14116	707	72
Loyal Customer	312	2	1	3	206	1573.2	13659	894	104
Normal	344	4	4	3	326	107.45	15395	17	7
Best Customer	111	1	1	1	61	1652.58	17284	1364	292
Normal	333	3	3	3	310	475.37	14497	235	29
Loyal Customer	112	2	1	1	2	809.7	16891	283	203
Normal	122	2	2	1	17	1139.73	17135	1224	52
Normal	122	2	2	1	3	1319.91	14794	673	80
Newest Customer	143	3	4	1	68	338.71	16183	113	15
Best Customer	111	1	1	1	9	5037.26	17426	3094	271
Normal	134	4	3	1	4	244.41	16528	171	17
Normal	233	3	3	2	174	513.7	13005	172	26
Normal	123	3	2	1	19	509.58	12904	302	72
Normal	134	4	3	1	52	110.8	15853	135	30
Normal	133	3	3	1	15	318.17	14703	183	22
Normal	132	2	3	1	39	1445	13461	1170	27
Normal	423	3	2	4	374	357.95	16274	155	67
Best Customer	111	1	1	1	74	2225.97	17591	1009	166
Normal	233	3	3	2	134	358.82	15120	296	21
Normal	334	4	3	3	215	111.15	18120	31	17
Best Customer	111	1	1	1	20	2483.04	16710	1836	402
Normal	424	4	2	4	369	252.8	17860	104	58
Highest Paying Customer	221	1	2	2	109	3717.35	14364	1967	69
Best Customer	111	1	1	1	2	37153.85	13798	23948	349
Newest Customer	144	4	4	1	73	290.82	14947	179	14
Normal	132	2	3	1	50	1462.72	14233	680	35
Normal	344	4	4	3	241	185.05	16097	87	10
Best Customer	111	1	1	1	65	1942.45	15518	1273	214
Normal	133	3	3	1	5	303.75	13083	187	18
Normal	333	3	3	3	306	393.33	14600	125	25
Normal	243	3	4	2	174	571.2	17616	224	3
Normal	333	3	3	3	313	580.05	18095	419	21
Normal	332	2	3	3	226	755.75	15223	213	20
Best Customer	111	1	1	1	34	1603.46	16466	789	148
Normal	133	3	3	1	52	458.57	15754	199	28
Newest Customer	143	3	4	1	58	355.56	14537	120	10
Newest Customer	142	2	4	1	78	1259.56	17388	1068	15
Normal	344	4	4	3	264	200.29	13262	125	11
Normal	134	4	3	1	23	149.29	15435	54	29
Newest Customer	143	3	4	1	72	518.28	15030	372	7
Normal	122	2	2	1	17	1214.72	17410	616	64
Normal	124	4	2	1	46	189.4	18045	142	47
Highest Paying Customer	211	1	1	2	141	2293.62	15704	1028	117
Best Customer	111	1	1	1	68	2543.72	13344	971	119
Best Customer	111	1	1	1	5	2616.38	13021	1352	131
Best Customer	111	1	1	1	41	2087.88	14810	1016	255
Newest Customer	143	3	4	1	24	408.8	15269	26	2
Best Customer	111	1	1	1	25	4416.26	15955	2135	183
Highest Paying Customer	131	1	3	1	4	6463.84	13225	3416	32
Normal	343	3	4	3	309	550.8	17291	72	1
Normal	122	2	2	1	46	1095.08	13652	578	63
Normal	332	2	3	3	276	1489.5	15057	668	25
Normal	133	3	3	1	38	429.84	16884	320	26
Normal	333	3	3	3	250	304.25	18185	183	17
Loyal Customer	112	2	1	1	4	967.45	15907	509	249
Loyal Customer	112	2	1	1	13	1261.78	15009	642	182
Normal	244	4	4	2	114	138.98	13273	153	16
Normal	123	3	2	1	99	363.79	14171	167	58
Normal	344	4	4	3	228	205.7	17670	110	11
Normal	134	4	3	1	37	281.62	17403	117	33
Normal	123	3	2	1	30	538.73	15452	283	58
Normal	243	3	4	2	144	343.23	12875	2019	2
Normal	233	3	3	2	139	361.22	16305	256	22
Normal	344	4	4	3	206	157.9	17556	101	6
Normal	124	4	2	1	19	163.07	16406	123	63
Normal	333	3	3	3	312	316.26	13494	162	18
Normal	133	3	3	1	76	371.62	18155	266	25
Normal	132	2	3	1	4	885.47	15822	375	33
Best Customer	111	1	1	1	1	3989.57	17001	2164	169
Best Customer	111	1	1	1	79	2759.83	14854	1832	127
Normal	132	2	3	1	23	866.31	14332	481	26
Normal	243	3	4	2	156	308.58	13699	66	14
Newest Customer	144	4	4	1	46	121.18	13182	201	11
Normal	344	4	4	3	311	113.64	14457	88	4
Normal	132	2	3	1	54	954.9	17244	616	31
Highest Paying Customer	121	1	2	1	10	1591.45	15611	504	43
Normal	124	4	2	1	34	230.51	16445	111	63
Best Customer	111	1	1	1	18	3711.77	15845	1926	138
Normal	133	3	3	1	13	352.69	18112	255	26
Loyal Customer	112	2	1	1	61	1471	15128	1343	102
Normal	122	2	2	1	32	746.36	14050	689	54
Normal	344	4	4	3	340	168.3	16282	114	11
Normal	343	3	4	3	247	306.55	13718	173	12
Newest Customer	144	4	4	1	54	240.68	15598	160	14
Normal	134	4	3	1	48	211.88	16017	102	32
Normal	332	2	3	3	186	710.28	14867	328	36
Highest Paying Customer	121	1	2	1	52	3506.54	16131	1802	78
Normal	244	4	4	2	177	120.9	17446	198	9
Highest Paying Customer	121	1	2	1	38	5977.73	13316	6948	87
Normal	334	4	3	3	236	257.34	18009	126	32
Newest Customer	144	4	4	1	50	154.88	15740	152	9
Newest Customer	144	4	4	1	66	90.6	13947	44	5
Normal	132	2	3	1	9	837.5	17115	372	39
Newest Customer	142	2	4	1	65	656.68	13049	268	14
Normal	133	3	3	1	46	393.54	15345	81	20
Normal	124	4	2	1	11	218.47	13428	156	74
Newest Customer	144	4	4	1	16	250.15	16596	97	12
Normal	122	2	2	1	26	834.57	13835	442	55
Best Customer	111	1	1	1	5	2870.24	15628	1894	155
Loyal Customer	112	2	1	1	22	1296.44	17961	560	249
Loyal Customer	112	2	1	1	16	1504.27	12937	1007	120
Normal	123	3	2	1	34	409.1	16243	110	51
Highest Paying Customer	121	1	2	1	6	2031.78	13630	1391	71
Normal	322	2	2	3	237	932.85	14532	284	64
Best Customer	111	1	1	1	24	4100.92	17377	2076	418
Highest Paying Customer	141	1	4	1	47	3742.2	14145	756	11
Normal	134	4	3	1	90	252.73	15035	245	27
Normal	222	2	2	2	128	740.94	17692	672	46
Normal	323	3	2	3	258	609.95	13357	322	90
Normal	344	4	4	3	324	229.47	13008	175	14
Loyal Customer	112	2	1	1	3	1542.14	15701	923	237
Normal	333	3	3	3	276	380.5	17138	126	24
Normal	132	2	3	1	47	698.41	17423	459	26
Best Customer	111	1	1	1	3	13027.45	16525	7397	183
Normal	122	2	2	1	58	721.94	15272	310	63
Best Customer	111	1	1	1	51	1885.05	16170	1770	125
Normal	344	4	4	3	335	73.5	18032	42	5
Normal	344	4	4	3	285	158.68	17165	100	10
Newest Customer	144	4	4	1	40	243.94	13103	82	8
Normal	244	4	4	2	104	178.7	13778	70	9
Normal	134	4	3	1	22	191.67	17904	63	38
Highest Paying Customer	441	1	4	4	373	2002.4	16754	4280	2
Loyal Customer	112	2	1	1	24	981.51	16085	636	167
Loyal Customer	112	2	1	1	22	1502.35	15530	950	108
Normal	134	4	3	1	78	114.18	14652	53	29
Best Customer	111	1	1	1	2	1791.56	13510	1386	115
Normal	322	2	2	3	199	695.61	14009	365	42
Best Customer	111	1	1	1	24	2611.75	18075	1464	142
Normal	132	2	3	1	47	784.58	15806	602	31
Normal	342	2	4	3	332	1289.5	15171	290	5
Normal	334	4	3	3	333	252.42	15346	144	17
Newest Customer	144	4	4	1	26	114.14	12938	140	9
Normal	122	2	2	1	59	859.35	17064	318	62
Normal	234	4	3	2	143	102.83	17962	128	35
Best Customer	111	1	1	1	96	3100.09	15491	1646	154
Normal	344	4	4	3	305	133.35	17881	32	8
Normal	343	3	4	3	192	346.98	13062	343	11
Highest Paying Customer	121	1	2	1	12	2474.23	17188	1328	84
Normal	134	4	3	1	38	114.39	14974	44	21
Normal	332	2	3	3	302	1140.35	13819	1109	36
Newest Customer	142	2	4	1	90	1070.48	14212	1152	9
Normal	344	4	4	3	318	249	16124	48	11
Normal	334	4	3	3	242	136.04	17972	37	31
Normal	133	3	3	1	5	640.83	13417	162	28
Best Customer	111	1	1	1	17	2064.95	12948	1080	116
Normal	133	3	3	1	66	414.04	17483	191	21
Normal	122	2	2	1	25	865.06	13846	388	55
Normal	133	3	3	1	37	378.2	17078	788	28
Highest Paying Customer	121	1	2	1	5	3902.28	14739	3820	60
Newest Customer	144	4	4	1	100	165	13470	100	10
Highest Paying Customer	131	1	3	1	73	2062.06	16281	934	17
Best Customer	111	1	1	1	24	2827.93	17596	4400	270
Normal	244	4	4	2	117	234.17	16961	125	14
Highest Paying Customer	141	1	4	1	1	168472.5	16446	80997	3
Normal	223	3	2	2	138	591.55	14692	265	68
Best Customer	111	1	1	1	17	5681.72	14049	3870	488
Normal	322	2	2	3	255	777.02	15353	343	63
Newest Customer	144	4	4	1	2	196.89	13436	76	12
Normal	344	4	4	3	312	117.85	12929	37	8
Normal	123	3	2	1	58	412.05	13827	141	93
Best Customer	111	1	1	1	30	3095.04	17059	1855	516
Normal	132	2	3	1	10	689.1	17502	376	28
Loyal Customer	112	2	1	1	57	1553.18	15620	915	100
Normal	124	4	2	1	11	182.77	17772	58	53
Newest Customer	144	4	4	1	85	13.3	16878	12	3
Normal	122	2	2	1	2	1123.86	14129	592	52
Loyal Customer	112	2	1	1	24	1391.61	15051	1011	143
Churn Customer	444	4	4	4	366	181	15945	52	2
Best Customer	111	1	1	1	1	33719.73	12748	25748	4596
Normal	322	2	2	3	213	1031.07	13235	441	58
Normal	124	4	2	1	18	131.78	17297	67	51
Normal	132	2	3	1	10	774.9	15414	443	39
Best Customer	111	1	1	1	11	1695.66	16775	440	158
Normal	122	2	2	1	41	678.01	13607	290	98
Newest Customer	142	2	4	1	86	788.38	14557	510	16
Normal	133	3	3	1	36	308.94	15010	184	20
Highest Paying Customer	211	1	1	2	127	2129.96	17400	1097	213
Normal	134	4	3	1	9	164.68	15904	84	30
Highest Paying Customer	121	1	2	1	43	3406.72	17669	1916	68
Highest Paying Customer	121	1	2	1	4	1736.4	14673	1004	74
Loyal Customer	113	3	1	1	44	645.96	17545	341	145
Newest Customer	144	4	4	1	66	140.34	13483	160	10
Best Customer	111	1	1	1	18	5314.47	15150	3658	343
Best Customer	111	1	1	1	74	1836.09	15827	882	115
Normal	122	2	2	1	68	1378.4	12886	770	82
Loyal Customer	112	2	1	1	61	1486.9	16395	1476	210
Normal	333	3	3	3	285	626.65	14036	268	38
Loyal Customer	112	2	1	1	22	1538.88	17159	1111	101
Normal	123	3	2	1	4	336.43	17914	473	80
Highest Paying Customer	131	1	3	1	10	2462.79	13784	2493	31
Highest Paying Customer	311	1	1	3	276	7832.47	13093	3961	159
Normal	133	3	3	1	2	343.5	15520	314	18
Normal	334	4	3	3	279	136.77	14247	47	20
Best Customer	111	1	1	1	2	2711.56	15796	861	133
Normal	322	2	2	3	220	1008.39	17646	323	51
Normal	123	3	2	1	10	621.68	16915	132	57
Best Customer	111	1	1	1	6	2392.83	18065	1027	137
Normal	122	2	2	1	32	1050.89	12849	623	51
Normal	122	2	2	1	22	1389.41	13516	985	44
Normal	333	3	3	3	240	312.23	17362	191	35
Normal	133	3	3	1	11	385.1	17711	246	23
Loyal Customer	112	2	1	1	6	1052.55	14583	792	330
Normal	333	3	3	3	199	516.36	15882	276	23
Best Customer	111	1	1	1	5	11349.52	14194	5840	579
Normal	344	4	4	3	310	118	13581	30	10
Normal	124	4	2	1	20	213.27	14984	60	41
Normal	244	4	4	2	138	87.4	13296	78	5
Best Customer	111	1	1	1	9	1692.98	16813	1525	449
Highest Paying Customer	121	1	2	1	50	1824.23	16153	1073	89
Newest Customer	144	4	4	1	11	137	17468	116	5
Normal	344	4	4	3	186	198.57	17987	261	13
Normal	133	3	3	1	72	451.44	16574	416	28
Highest Paying Customer	231	1	3	2	114	6912	13027	17280	26
Normal	133	3	3	1	22	507.29	14820	253	29
Newest Customer	144	4	4	1	12	279.05	14480	143	13
Normal	133	3	3	1	10	377.44	17736	238	25
Normal	343	3	4	3	282	306.94	15087	470	15
Normal	222	2	2	2	101	1264.19	16842	693	63
Newest Customer	144	4	4	1	16	250.26	13207	130	8
Highest Paying Customer	131	1	3	1	74	5976.79	14101	6942	35
Highest Paying Customer	311	1	1	3	193	2083.27	18231	821	124
Highest Paying Customer	121	1	2	1	25	3408.48	15981	1866	97
Normal	133	3	3	1	86	494.25	17333	375	28
Normal	344	4	4	3	331	155.17	15447	85	9
Normal	333	3	3	3	319	417.69	13615	189	23
Normal	324	4	2	3	312	289.24	14549	136	56
Best Customer	111	1	1	1	2	16363.23	17677	9775	304
Normal	234	4	3	2	179	264.62	15912	185	19
Normal	323	3	2	3	307	457.91	17392	320	62
Normal	133	3	3	1	39	496.21	15018	189	31
Best Customer	111	1	1	1	12	3834.26	13266	4428	187
Normal	344	4	4	3	226	259.45	15143	150	14
Normal	133	3	3	1	43	372.8	12895	210	22
Normal	324	4	2	3	237	229.59	13474	132	64
Best Customer	111	1	1	1	22	2248.99	16293	982	118
Best Customer	111	1	1	1	26	28754.11	14680	13476	258
Normal	244	4	4	2	178	76.5	17536	6	3
Best Customer	111	1	1	1	71	2233.75	15834	965	273
Highest Paying Customer	241	1	4	2	110	1659.75	14045	535	6
Normal	123	3	2	1	29	317.2	16386	224	88
Highest Paying Customer	141	1	4	1	64	1714.96	13763	728	15
Normal	344	4	4	3	219	67.95	14393	13	5
Loyal Customer	112	2	1	1	57	796.03	17180	683	128
Normal	122	2	2	1	20	1197.81	13118	410	79
Normal	334	4	3	3	213	203.87	17889	79	21
Best Customer	111	1	1	1	8	4954.84	15547	4032	702
Normal	243	3	4	2	177	323	16739	172	13
Highest Paying Customer	221	1	2	2	116	1610.15	14918	675	45
Normal	134	4	3	1	24	291.88	13449	222	19
Normal	123	3	2	1	5	448.9	17579	258	50
Normal	322	2	2	3	354	1141.24	16270	688	54
Normal	333	3	3	3	303	302.7	16425	199	21
Highest Paying Customer	211	1	1	2	139	3006.15	12916	1119	107
Normal	122	2	2	1	18	1352.75	15116	648	45
Normal	133	3	3	1	61	384.06	16982	182	22
Newest Customer	144	4	4	1	19	297	15857	308	14
Highest Paying Customer	221	1	2	2	132	2375.41	13722	1401	85
Loyal Customer	112	2	1	1	9	1437.85	13159	1059	121
Highest Paying Customer	341	1	4	3	227	1998	16698	840	5
Best Customer	111	1	1	1	10	2255.51	14432	2070	382
Best Customer	111	1	1	1	9	2352.53	14309	1633	117
Best Customer	111	1	1	1	39	81024.84	16029	40208	242
Normal	123	3	2	1	8	335.13	17221	288	63
Normal	122	2	2	1	82	901.2	17848	398	51
Newest Customer	144	4	4	1	10	168.24	17737	108	10
Highest Paying Customer	211	1	1	2	170	3703.29	15379	2305	194
Normal	233	3	3	2	152	486.82	13675	330	25
Highest Paying Customer	121	1	2	1	89	2398.86	15980	1560	43
Highest Paying Customer	121	1	2	1	10	2810.2	18230	1316	86
Normal	234	4	3	2	138	194.9	14100	64	26
Best Customer	111	1	1	1	43	10196.57	16843	10159	378
Normal	233	3	3	2	165	636.51	14481	489	30
Best Customer	111	1	1	1	10	4017.54	12957	2549	238
Best Customer	111	1	1	1	2	28117.04	13408	16232	478
Normal	342	2	4	3	209	1028.56	15333	344	16
Best Customer	111	1	1	1	5	12515.66	15640	6607	484
Normal	324	4	2	3	199	296.75	14985	260	87
Highest Paying Customer	121	1	2	1	8	2089.85	13297	963	59
Normal	342	2	4	3	202	1012	14195	760	7
Newest Customer	144	4	4	1	41	114.11	14582	73	6
Normal	123	3	2	1	3	396.48	15883	223	49
Normal	343	3	4	3	361	479.35	16812	81	15
Best Customer	111	1	1	1	40	2337.63	18257	1041	118
Normal	334	4	3	3	209	63.44	17263	36	23
Newest Customer	144	4	4	1	9	176.63	14287	261	9
Normal	122	2	2	1	12	1421.29	14901	661	96
Loyal Customer	112	2	1	1	93	1105.07	14410	573	194
Normal	344	4	4	3	274	109.8	13133	32	7
Normal	344	4	4	3	221	134.8	16055	22	8
Normal	122	2	2	1	96	1156.36	13744	1249	72
Highest Paying Customer	121	1	2	1	23	8625.8	16656	8894	73
Normal	222	2	2	2	111	1474.06	14246	804	75
Normal	122	2	2	1	12	1078.23	16094	647	63
Normal	133	3	3	1	71	477.83	13092	279	25
Normal	344	4	4	3	296	100.5	14371	34	4
Normal	122	2	2	1	33	1266.97	17158	778	67
Best Customer	111	1	1	1	41	3000.2	15521	1836	185
Newest Customer	143	3	4	1	97	316.62	16761	341	13
Highest Paying Customer	211	1	1	2	144	2726.77	12840	1511	113
Normal	333	3	3	3	289	363.65	18056	211	19
Best Customer	111	1	1	1	53	2984.49	14639	1431	172
Normal	244	4	4	2	158	214.8	16338	94	11
Normal	123	3	2	1	30	406.76	15184	223	63
Normal	333	3	3	3	359	351.3	15789	438	25
Newest Customer	143	3	4	1	15	628.78	13525	394	6
Highest Paying Customer	121	1	2	1	11	2638.94	17655	1116	91
Best Customer	111	1	1	1	4	2313.14	13994	940	155
Normal	123	3	2	1	82	579.77	16906	281	93
Newest Customer	143	3	4	1	2	347.75	17668	93	15
Normal	122	2	2	1	68	661.52	16774	322	48
Normal	124	4	2	1	30	280.54	13606	279	43
Normal	334	4	3	3	363	179.1	15454	86	25
Normal	344	4	4	3	191	112.2	17900	73	6
Normal	122	2	2	1	45	1531.62	13107	1293	58
Best Customer	111	1	1	1	65	3099.72	14257	1682	106
Best Customer	111	1	1	1	11	3212.84	14388	1941	186
Normal	123	3	2	1	45	623.93	16750	214	95
Normal	122	2	2	1	58	835.78	17169	526	54
Normal	133	3	3	1	82	345	13774	192	22
Normal	122	2	2	1	51	749.1	14923	418	44
Normal	344	4	4	3	298	122.4	16073	48	1
Normal	122	2	2	1	82	1179.89	17058	592	62
Newest Customer	142	2	4	1	5	1293.03	15621	501	16
Normal	244	4	4	2	177	189.5	13826	82	10
Best Customer	111	1	1	1	15	3408.06	13437	1283	167
Normal	333	3	3	3	262	389.44	16250	208	24
Normal	133	3	3	1	3	558.96	17503	486	38
Highest Paying Customer	121	1	2	1	36	2062.7	12928	1472	84
Normal	344	4	4	3	275	268.58	14727	62	10
Best Customer	111	1	1	1	3	5102.97	17602	4151	560
Newest Customer	143	3	4	1	10	553.44	14618	264	16
Normal	334	4	3	3	199	188.89	16448	78	20
Normal	233	3	3	2	116	621.83	15768	244	27
Normal	344	4	4	3	337	293	12829	376	11
Newest Customer	144	4	4	1	88	117.35	16959	49	7
Normal	132	2	3	1	86	653.24	15205	378	37
Best Customer	111	1	1	1	30	2603.43	13983	1183	107
Highest Paying Customer	121	1	2	1	8	1750.92	16359	1183	66
Best Customer	111	1	1	1	2	3448.29	13536	2136	179
Best Customer	111	1	1	1	2	8052.97	18109	4237	444
Highest Paying Customer	131	1	3	1	81	2020.52	15341	812	17
Best Customer	111	1	1	1	31	4167.22	12949	2381	215
Newest Customer	143	3	4	1	52	337.04	17973	176	15
Newest Customer	144	4	4	1	79	118.8	17079	24	2
Normal	132	2	3	1	44	712.5	13416	142	19
Best Customer	111	1	1	1	16	3285.31	15632	2109	167
Normal	133	3	3	1	57	414.2	16239	228	19
Normal	122	2	2	1	43	1314.45	14738	601	54
Normal	132	2	3	1	81	936.08	16584	646	28
Best Customer	111	1	1	1	12	28337.38	13081	19160	1028
Newest Customer	144	4	4	1	45	62.43	15516	27	15
Normal	343	3	4	3	324	330.9	17862	100	11
Highest Paying Customer	121	1	2	1	76	3144.86	14235	1959	79
Normal	132	2	3	1	46	656.63	16708	285	27
Normal	132	2	3	1	51	731.9	16099	434	39
Best Customer	111	1	1	1	27	2317.22	17211	1323	211
Normal	343	3	4	3	249	374.57	17492	155	12
Normal	233	3	3	2	160	384.8	13833	118	29
Churn Customer	444	4	4	4	367	201.6	15347	130	5
Normal	122	2	2	1	19	679.45	13430	751	49
Normal	344	4	4	3	286	145.05	16598	73	10
Best Customer	111	1	1	1	10	2607.87	16241	1453	662
Normal	122	2	2	1	46	1186.35	15630	800	60
Best Customer	111	1	1	1	9	2702.49	14732	1405	147
Highest Paying Customer	121	1	2	1	65	11581.8	12939	4876	47
Highest Paying Customer	121	1	2	1	64	2100.6	15815	1856	49
Normal	244	4	4	2	141	160.35	18146	153	10
